Checking Status,Duration,Credit History,Purpose,Credit Amount,Saving Status,Employment,Installment Commitment,Personal Status,Other Parties,Residence Since,Property Magnitude,Age,Other Payment Plans,Housing,Existing Credits,Job,Num Dependents,Own Telephone,Foreign Worker,Class
200,42,critical/other existing credit,business,5954,100,7,2,female div/dep/mar,none,1,real estate,41,bank,own,2,unskilled resident,1,No telephone,Foreign
0,36,existing paid,education,1977,0,10,4,male single,none,4,no known property,40,none,own,1,high qualif/self emp/mgmt,1,Having telephone,Foreign
0,12,critical/other existing credit,used car,1526,100,10,4,male single,none,4,no known property,66,none,for free,2,high qualif/self emp/mgmt,1,No telephone,Foreign
0,42,existing paid,radio/tv,3965,100,0,4,male single,none,3,car,34,none,own,1,skilled,1,No telephone,Foreign
200,11,delayed previously,radio/tv,4771,100,7,2,male single,none,4,life insurance,51,none,own,1,skilled,1,No telephone,Foreign
0,54,no credits/all paid,used car,9436,0,4,2,male single,none,2,life insurance,39,none,own,1,unskilled resident,2,No telephone,Foreign
200,30,existing paid,furniture/equipment,3832,100,0,2,male mar/wid,none,1,life insurance,22,none,own,1,skilled,1,No telephone,Foreign
0,24,existing paid,radio/tv,5943,0,0,1,female div/dep/mar,none,1,car,44,none,own,2,skilled,1,Having telephone,Foreign
0,15,existing paid,radio/tv,1213,1000,10,4,male single,none,3,life insurance,47,stores,own,1,skilled,1,Having telephone,Foreign
0,18,existing paid,business,1568,500,4,3,female div/dep/mar,none,4,life insurance,24,none,rent,1,unskilled resident,1,No telephone,Foreign
0,24,existing paid,other,1755,100,10,4,female div/dep/mar,guarantor,4,real estate,58,none,own,1,unskilled resident,1,Having telephone,Foreign
0,10,existing paid,radio/tv,2315,100,10,3,male single,none,4,real estate,52,none,own,1,unskilled resident,1,No telephone,Foreign
0,12,critical/other existing credit,business,1412,100,4,4,female div/dep/mar,guarantor,2,real estate,29,none,own,2,high qualif/self emp/mgmt,1,Having telephone,Foreign
200,18,critical/other existing credit,furniture/equipment,1295,100,0,4,female div/dep/mar,none,1,life insurance,27,none,own,2,skilled,1,No telephone,Foreign
200,36,existing paid,education,12612,500,4,1,male single,none,4,no known property,47,none,for free,1,skilled,2,Having telephone,Foreign
0,18,existing paid,new car,2249,500,7,4,male single,none,3,car,30,none,own,1,high qualif/self emp/mgmt,2,Having telephone,Foreign
0,12,no credits/all paid,repairs,1108,100,7,4,male single,none,3,real estate,28,none,own,2,skilled,1,No telephone,Foreign
0,12,critical/other existing credit,radio/tv,618,100,10,4,male single,none,4,real estate,56,none,own,1,skilled,1,No telephone,Foreign
0,12,critical/other existing credit,used car,1409,100,10,4,male single,none,3,real estate,54,none,own,1,skilled,1,No telephone,Foreign
0,12,critical/other existing credit,radio/tv,797,0,10,4,female div/dep/mar,none,3,life insurance,33,bank,own,1,unskilled resident,2,No telephone,Foreign
1000,24,critical/other existing credit,furniture/equipment,3617,0,10,4,male single,co applicant,4,no known property,20,none,rent,2,skilled,1,No telephone,Foreign
200,12,existing paid,new car,1318,1500,10,4,male single,none,4,real estate,54,none,own,1,skilled,1,Having telephone,Foreign
200,54,no credits/all paid,business,15945,100,0,3,male single,none,4,no known property,58,none,rent,1,skilled,1,Having telephone,Foreign
0,12,critical/other existing credit,education,2012,0,7,4,female div/dep/mar,none,2,car,61,none,own,1,skilled,1,No telephone,Foreign
200,18,existing paid,business,2622,500,4,4,male single,none,4,car,34,none,own,1,skilled,1,No telephone,Foreign
200,36,critical/other existing credit,radio/tv,2337,100,10,4,male single,none,4,real estate,36,none,own,1,skilled,1,No telephone,Foreign
200,20,delayed previously,used car,7057,0,7,3,male single,none,4,life insurance,36,bank,rent,2,high qualif/self emp/mgmt,2,Having telephone,Foreign
0,24,existing paid,new car,1469,500,10,4,male mar/wid,none,4,real estate,41,none,rent,1,unskilled resident,1,No telephone,Foreign
200,36,existing paid,radio/tv,2323,100,7,4,male single,none,4,car,24,none,rent,1,skilled,1,No telephone,Foreign
0,6,delayed previously,radio/tv,932,100,4,3,female div/dep/mar,none,2,real estate,24,none,own,1,skilled,1,No telephone,Foreign
200,9,critical/other existing credit,furniture/equipment,1919,100,7,4,male single,none,3,car,35,none,rent,1,skilled,1,Having telephone,Foreign
0,12,existing paid,used car,2445,0,0,2,male mar/wid,none,4,car,26,none,rent,1,skilled,1,Having telephone,Foreign
200,24,critical/other existing credit,other,11938,100,4,2,male single,co applicant,3,car,39,none,own,2,high qualif/self emp/mgmt,2,Having telephone,Foreign
0,18,all paid,new car,6458,100,10,2,male single,none,4,no known property,39,bank,own,2,high qualif/self emp/mgmt,2,Having telephone,Foreign
200,12,existing paid,new car,6078,100,7,2,male single,none,2,car,32,none,own,1,skilled,1,No telephone,Foreign
0,24,existing paid,furniture/equipment,7721,0,0,1,female div/dep/mar,none,2,life insurance,30,none,own,1,skilled,1,Having telephone,Not foreign
200,14,existing paid,business,1410,1000,10,1,male mar/wid,none,2,real estate,35,none,own,1,skilled,1,Having telephone,Foreign
200,6,delayed previously,business,1449,500,10,1,male div/sep,none,2,car,31,bank,own,2,skilled,2,No telephone,Foreign
1000,15,existing paid,education,392,100,0,4,female div/dep/mar,none,4,life insurance,23,none,rent,1,skilled,1,Having telephone,Foreign
200,18,existing paid,new car,6260,100,7,3,male single,none,3,real estate,28,none,rent,1,unskilled resident,1,No telephone,Foreign
0,36,critical/other existing credit,new car,7855,100,4,4,female div/dep/mar,none,2,real estate,25,stores,own,2,skilled,1,Having telephone,Foreign
0,12,existing paid,radio/tv,1680,1000,10,3,male mar/wid,none,1,real estate,35,none,own,1,skilled,1,No telephone,Foreign
0,48,critical/other existing credit,radio/tv,3578,0,10,4,male single,none,1,real estate,47,none,own,1,skilled,1,Having telephone,Foreign
0,42,existing paid,radio/tv,7174,0,7,4,female div/dep/mar,none,3,car,30,none,own,1,high qualif/self emp/mgmt,1,Having telephone,Foreign
0,10,critical/other existing credit,furniture/equipment,2132,0,0,2,female div/dep/mar,co applicant,3,real estate,27,none,rent,2,skilled,1,No telephone,Not foreign
0,33,critical/other existing credit,furniture/equipment,4281,1000,4,1,female div/dep/mar,none,4,car,23,none,own,2,skilled,1,No telephone,Foreign
200,12,critical/other existing credit,new car,2366,1000,7,3,male div/sep,none,3,car,36,none,own,1,high qualif/self emp/mgmt,1,Having telephone,Foreign
0,21,existing paid,radio/tv,1835,100,4,3,female div/dep/mar,none,2,real estate,25,none,own,2,skilled,1,Having telephone,Foreign
0,24,critical/other existing credit,used car,3868,100,10,4,female div/dep/mar,none,2,car,41,none,rent,2,high qualif/self emp/mgmt,1,Having telephone,Foreign
0,12,existing paid,furniture/equipment,1768,100,4,3,male single,none,2,real estate,24,none,rent,1,unskilled resident,1,No telephone,Foreign
1000,10,critical/other existing credit,new car,781,100,10,4,male single,none,4,no known property,63,none,for free,2,skilled,1,Having telephone,Foreign
200,18,existing paid,furniture/equipment,1924,0,0,4,female div/dep/mar,none,3,real estate,27,none,rent,1,skilled,1,No telephone,Foreign
0,12,critical/other existing credit,new car,2121,100,4,4,male single,none,2,life insurance,30,none,own,2,skilled,1,No telephone,Foreign
0,12,existing paid,radio/tv,701,100,4,4,male mar/wid,none,2,real estate,40,none,own,1,unskilled resident,1,No telephone,Foreign
200,12,existing paid,repairs,639,100,4,4,male single,none,2,car,30,none,own,1,skilled,1,No telephone,Foreign
200,12,critical/other existing credit,used car,1860,100,unemployed,4,male single,none,2,car,34,none,own,2,high qualif/self emp/mgmt,1,Having telephone,Foreign
0,12,critical/other existing credit,new car,3499,100,4,3,female div/dep/mar,co applicant,2,real estate,29,none,own,2,skilled,1,No telephone,Foreign
200,48,existing paid,new car,8487,0,7,1,female div/dep/mar,none,2,car,24,none,own,1,skilled,1,No telephone,Foreign
0,36,delayed previously,education,6887,100,4,4,male single,none,3,life insurance,29,stores,own,1,skilled,1,Having telephone,Foreign
0,15,existing paid,furniture/equipment,2708,100,0,2,male single,none,3,life insurance,27,bank,own,2,unskilled resident,1,No telephone,Foreign
0,18,existing paid,furniture/equipment,1984,100,4,4,male single,none,4,no known property,47,bank,for free,2,skilled,1,No telephone,Foreign
0,60,existing paid,radio/tv,10144,500,7,2,female div/dep/mar,none,4,real estate,21,none,own,1,skilled,1,Having telephone,Foreign
0,12,critical/other existing credit,radio/tv,1240,0,10,4,female div/dep/mar,none,2,real estate,38,none,own,2,skilled,1,Having telephone,Foreign
0,27,delayed previously,used car,8613,1500,4,2,male single,none,2,car,27,none,own,2,skilled,1,No telephone,Foreign
200,12,existing paid,radio/tv,766,1000,4,4,male single,none,3,real estate,66,none,own,1,unskilled resident,1,No telephone,Foreign
200,15,critical/other existing credit,radio/tv,2728,0,7,4,male single,guarantor,2,real estate,35,bank,own,3,skilled,1,Having telephone,Foreign
1000,12,existing paid,radio/tv,1881,100,4,2,female div/dep/mar,none,2,car,44,none,rent,1,unskilled resident,1,Having telephone,Foreign
1000,6,existing paid,new car,709,1500,0,2,male mar/wid,none,2,real estate,27,none,own,1,unemp/unskilled non res,1,No telephone,Not foreign
200,36,existing paid,radio/tv,4795,100,0,4,female div/dep/mar,none,1,no known property,30,none,own,1,high qualif/self emp/mgmt,1,Having telephone,Foreign
0,27,existing paid,radio/tv,3416,100,4,3,male single,none,2,car,27,none,own,1,high qualif/self emp/mgmt,1,No telephone,Foreign
0,18,existing paid,furniture/equipment,2462,100,4,2,male single,none,2,car,22,none,own,1,skilled,1,No telephone,Foreign
0,21,critical/other existing credit,furniture/equipment,2288,100,0,4,female div/dep/mar,none,4,life insurance,23,none,own,1,skilled,1,Having telephone,Foreign
200,48,all paid,business,3566,500,7,4,male single,none,2,car,30,none,own,1,skilled,1,No telephone,Foreign
0,6,critical/other existing credit,new car,860,100,10,1,female div/dep/mar,none,4,no known property,39,none,own,2,skilled,1,Having telephone,Foreign
0,12,critical/other existing credit,new car,682,500,7,4,female div/dep/mar,none,3,car,51,none,own,2,skilled,1,Having telephone,Foreign
0,36,critical/other existing credit,furniture/equipment,5371,100,4,3,male single,guarantor,2,life insurance,28,none,own,2,skilled,1,No telephone,Foreign
0,18,critical/other existing credit,radio/tv,1582,1500,10,4,male single,none,4,car,46,none,own,2,skilled,1,No telephone,Foreign
0,6,existing paid,radio/tv,1346,500,10,2,male single,none,4,no known property,42,bank,for free,1,skilled,2,Having telephone,Foreign
0,10,existing paid,radio/tv,1924,100,4,1,male single,none,4,life insurance,38,none,own,1,skilled,1,Having telephone,Not foreign
1000,36,existing paid,radio/tv,5848,100,4,4,male single,none,1,car,24,none,own,1,skilled,1,No telephone,Foreign
200,24,critical/other existing credit,used car,7758,1500,10,2,female div/dep/mar,none,4,no known property,29,none,rent,1,skilled,1,No telephone,Foreign
200,24,delayed previously,business,6967,500,7,4,male single,none,4,car,36,none,rent,1,high qualif/self emp/mgmt,1,Having telephone,Foreign
0,12,existing paid,furniture/equipment,1282,100,4,2,female div/dep/mar,none,4,car,20,none,rent,1,skilled,1,No telephone,Foreign
0,9,critical/other existing credit,repairs,1288,500,10,3,male single,guarantor,4,real estate,48,none,own,2,skilled,2,No telephone,Not foreign
0,12,all paid,retraining,339,100,10,4,male mar/wid,none,1,car,45,bank,own,1,unskilled resident,1,No telephone,Foreign
200,24,existing paid,new car,3512,500,7,2,male single,none,3,car,38,bank,own,2,skilled,1,Having telephone,Foreign
0,6,critical/other existing credit,radio/tv,1898,0,4,1,male single,none,2,real estate,34,none,own,2,unskilled resident,2,No telephone,Foreign
0,24,critical/other existing credit,radio/tv,2872,500,10,3,male single,none,4,real estate,36,none,own,1,skilled,2,Having telephone,Foreign
0,18,critical/other existing credit,new car,1055,100,0,4,female div/dep/mar,none,1,life insurance,30,none,own,2,skilled,1,No telephone,Foreign
0,15,existing paid,domestic appliance,1262,1000,7,4,male single,none,3,life insurance,36,none,own,2,skilled,1,Having telephone,Foreign
200,10,existing paid,new car,7308,100,unemployed,2,male single,none,4,no known property,70,bank,for free,1,high qualif/self emp/mgmt,1,Having telephone,Foreign
0,36,existing paid,new car,909,1000,10,4,male single,none,4,life insurance,36,none,own,1,skilled,1,No telephone,Foreign
0,6,existing paid,furniture/equipment,2978,1000,4,1,male single,none,2,car,32,none,own,1,skilled,1,Having telephone,Foreign
0,18,existing paid,furniture/equipment,1131,100,unemployed,4,female div/dep/mar,none,2,car,33,none,own,1,skilled,1,No telephone,Foreign
200,11,existing paid,furniture/equipment,1577,1500,0,4,female div/dep/mar,none,1,real estate,20,none,own,1,skilled,1,No telephone,Foreign
0,24,existing paid,furniture/equipment,3972,100,7,2,female div/dep/mar,none,4,life insurance,25,none,rent,1,skilled,1,Having telephone,Foreign
200,24,critical/other existing credit,business,1935,100,10,4,male div/sep,none,4,real estate,31,none,own,2,skilled,1,Having telephone,Foreign
0,15,no credits/all paid,new car,950,100,10,4,male single,none,3,car,33,none,rent,2,skilled,2,No telephone,Foreign
0,12,existing paid,furniture/equipment,763,100,4,4,female div/dep/mar,none,1,real estate,26,none,own,1,skilled,1,Having telephone,Foreign
200,24,delayed previously,furniture/equipment,2064,100,unemployed,3,female div/dep/mar,none,2,life insurance,34,none,own,1,high qualif/self emp/mgmt,1,Having telephone,Foreign
200,8,existing paid,radio/tv,1414,100,4,4,male single,guarantor,2,real estate,33,none,own,1,skilled,1,No telephone,Not foreign
0,21,delayed previously,education,3414,100,0,2,male single,none,1,life insurance,26,none,own,2,skilled,1,No telephone,Foreign
0,30,all paid,used car,7485,0,unemployed,4,female div/dep/mar,none,1,real estate,53,bank,own,1,high qualif/self emp/mgmt,1,Having telephone,Foreign
0,12,existing paid,furniture/equipment,2577,100,4,2,male div/sep,none,1,car,42,none,own,1,skilled,1,No telephone,Foreign
0,6,critical/other existing credit,radio/tv,338,1000,10,4,male single,none,4,car,52,none,own,2,skilled,1,No telephone,Foreign
0,12,existing paid,radio/tv,1963,100,7,4,male single,none,2,car,31,none,rent,2,high qualif/self emp/mgmt,2,Having telephone,Foreign
0,21,critical/other existing credit,new car,571,100,10,4,male single,none,4,real estate,65,none,own,2,skilled,1,No telephone,Foreign
0,36,delayed previously,business,9572,100,0,1,male div/sep,none,1,car,28,none,own,2,skilled,1,No telephone,Foreign
200,36,delayed previously,business,4455,100,4,2,male div/sep,none,2,real estate,30,stores,own,2,high qualif/self emp/mgmt,1,Having telephone,Foreign
0,21,all paid,new car,1647,0,4,4,male single,none,2,life insurance,40,none,own,2,unskilled resident,2,No telephone,Foreign
0,24,critical/other existing credit,furniture/equipment,3777,1500,4,4,male single,none,4,real estate,50,none,own,1,skilled,1,Having telephone,Foreign
200,18,critical/other existing credit,new car,884,100,10,4,male single,none,4,car,36,bank,own,1,skilled,2,Having telephone,Foreign
0,15,critical/other existing credit,radio/tv,1360,100,4,4,male single,none,2,life insurance,31,none,own,2,skilled,1,No telephone,Foreign
200,9,all paid,used car,5129,100,10,2,female div/dep/mar,none,4,no known property,74,bank,for free,1,high qualif/self emp/mgmt,2,Having telephone,Foreign
200,16,critical/other existing credit,new car,1175,100,unemployed,2,male single,none,3,car,68,none,for free,3,unemp/unskilled non res,1,Having telephone,Foreign
0,12,existing paid,radio/tv,674,500,7,4,male mar/wid,none,1,life insurance,20,none,own,1,skilled,1,No telephone,Foreign
200,18,no credits/all paid,furniture/equipment,3244,100,4,1,female div/dep/mar,none,4,car,33,bank,own,2,skilled,1,Having telephone,Foreign
0,24,existing paid,business,4591,1500,4,2,male single,none,3,life insurance,54,none,own,3,high qualif/self emp/mgmt,1,Having telephone,Foreign
200,48,no credits/all paid,business,3844,500,7,4,male single,none,4,no known property,34,none,for free,1,unskilled resident,2,No telephone,Foreign
200,27,existing paid,business,3915,100,4,4,male single,none,2,car,36,none,own,1,skilled,2,Having telephone,Foreign
0,6,existing paid,radio/tv,2108,100,7,2,male mar/wid,none,2,real estate,29,none,rent,1,skilled,1,No telephone,Foreign
200,45,existing paid,radio/tv,3031,500,4,4,male single,guarantor,4,life insurance,21,none,rent,1,skilled,1,No telephone,Foreign
200,9,critical/other existing credit,education,1501,100,10,2,female div/dep/mar,none,3,car,34,none,own,2,high qualif/self emp/mgmt,1,Having telephone,Foreign
0,6,critical/other existing credit,radio/tv,1382,100,4,1,female div/dep/mar,none,1,car,28,none,own,2,skilled,1,Having telephone,Foreign
200,12,existing paid,furniture/equipment,951,500,0,4,female div/dep/mar,none,4,car,27,bank,rent,4,skilled,1,No telephone,Foreign
200,24,existing paid,used car,2760,0,10,4,male single,none,4,no known property,36,bank,for free,1,skilled,1,Having telephone,Foreign
200,18,delayed previously,furniture/equipment,4297,100,10,4,male div/sep,none,3,no known property,40,none,own,1,high qualif/self emp/mgmt,1,Having telephone,Foreign
0,9,critical/other existing credit,education,936,1000,10,4,male single,none,2,car,52,none,own,2,skilled,1,Having telephone,Foreign
0,12,existing paid,new car,1168,100,4,4,male mar/wid,none,3,real estate,27,none,own,1,unskilled resident,1,No telephone,Foreign
0,27,delayed previously,business,5117,100,7,3,male single,none,4,car,26,none,own,2,skilled,1,No telephone,Foreign
0,12,existing paid,retraining,902,100,7,4,male mar/wid,none,4,life insurance,21,none,rent,1,skilled,1,No telephone,Foreign
0,12,critical/other existing credit,new car,1495,100,10,4,male single,none,1,real estate,38,none,own,2,unskilled resident,2,No telephone,Foreign
0,30,critical/other existing credit,used car,10623,100,10,3,male single,none,4,no known property,38,none,for free,3,high qualif/self emp/mgmt,2,Having telephone,Foreign
0,12,critical/other existing credit,furniture/equipment,1935,100,10,4,male single,none,4,real estate,43,none,own,3,skilled,1,Having telephone,Foreign
200,12,critical/other existing credit,domestic appliance,1424,100,7,4,male single,none,3,life insurance,26,none,own,1,skilled,1,No telephone,Foreign
0,24,existing paid,business,6568,100,4,2,male mar/wid,none,2,car,21,stores,own,1,unskilled resident,1,No telephone,Foreign
0,12,existing paid,used car,1413,1500,7,3,male single,none,2,life insurance,55,none,own,1,skilled,1,No telephone,Not foreign
0,9,critical/other existing credit,radio/tv,3074,0,4,1,male single,none,2,real estate,33,none,own,2,skilled,2,No telephone,Foreign
0,36,existing paid,radio/tv,3835,0,10,2,female div/dep/mar,none,4,real estate,45,none,own,1,unskilled resident,1,Having telephone,Foreign
